step,pos_x,pos_y,action_0,action_1
0,5.0,0.0,0.026412927,0.5868825
1,5.55448055267334,-0.00029007665580138564,-0.1205592,0.21725905
2,6.762709140777588,-0.029085461050271988,0.17748278,0.20722285
3,8.488998413085938,-0.06098383665084839,-0.081130356,0.19654313
4,10.680249214172363,-0.06552671641111374,0.2889854,0.23182547
5,13.371898651123047,0.06128315627574921,-0.048737407,0.22580522
6,16.642093658447266,0.06572326272726059,-0.36457077,0.21496013
7,20.331287384033203,-0.09099343419075012,0.0010391406,0.20196074
8,24.502275466918945,-0.06461502611637115,-0.08435407,0.19757357
9,29.124736785888672,0.05266856402158737,0.07169909,0.1886929
10,34.1169548034668,0.1493411660194397,-0.12606059,0.17563668
11,39.34463119506836,0.1673155277967453,0.094400026,0.17082292
12,44.979209899902344,0.3033631443977356,0.12621635,0.15540761
13,50.907684326171875,0.6835156679153442,0.06573999,0.18614195
14,57.028053283691406,0.27554818987846375,0.082844794,0.17462653
