step,pos_x,pos_y,action_0,action_1
0,5.0,0.0,"(0.0, 0.0)","[np.float64(4.026770611099756e-05), np.float64(0.0)]"
1,5.006771087646484,3.93639751905539e-08,"[np.float64(4.2550286910584725e-05), np.float64(0.0)]","[np.float64(3.089321376850104e-05), np.float64(0.0)]"
2,5.006735324859619,4.4351512684670524e-08,"[np.float64(5.278064128050146e-05), np.float64(0.0)]","[np.float64(1.4315159306732373e-05), np.float64(0.0)]"
